process,commodity,direction
E_SPV_C04_ERI,ELC,OUT
E_WOF_shal_Far_C8_CAN,ELC,OUT
E_WOF_tran_Near_C5_BRA,ELC,OUT
E_WON_Far_C1_NER,ELCWIN,IN
E_WON_Near_C1_EGY,ELCWIN,IN
E_WON_Trans_C6_TZA,ELC,OUT
E_WOF_shal_Near_C6_NIC,ELCWIN,IN
E_WOF_shal_Near_C6_MUS,ELCWIN,IN
E_WOF_deep_Inter_C6_MAR,ELCWIN,IN
E_SPV_C06_KEN,ELC,OUT
E_WON_Trans_C1_GIN,ELCWIN,IN
E_WON_Far_C7_MAR,ELCWIN,IN
EZCOABIOPULTOR20SEP,BIOTOR,IN
E_WON_Trans_C5_MRT,ELCWIN,IN
E_SPV_C04_BGR,ELCSOL,IN
E_WOF_tran_Near_C1_SLE,ELCWIN,IN
EZCOABIOPULSLD10SEP,ELCBSL,IN
E_SPV_C03_SAU,ELC,OUT
E_WON_Near_C3_MDG,ELCWIN,IN
E_WON_Near_C5_ZAF,ELCWIN,IN
E_WOF_deep_Near_C8_COL,ELCWIN,IN
IFCHNAP_new,OILNAP,IN
E_WOF_tran_Near_C1_NIC,ELCWIN,IN
E_WOF_tran_Near_C6_BRA,ELC,OUT
E_WOF_tran_Far_C1_AUS,ELCWIN,IN
E_SPV_C06_DOM,ELCSOL,IN
E_SPV_C03_PNG,ELC,OUT
E_WOF_deep_Near_C1_NIC,ELC,OUT
E_WOF_deep_Near_C6_BRA,ELCWIN,IN
E_SPV_C05_CHE,ELCSOL,IN
E_SPV_C01_NZL,ELC,OUT
E_WOF_deep_Inter_C2_MOZ,ELCWIN,IN
E_WOF_tran_Near_C3_NZL,ELC,OUT
E_SPV_C03_DNK,ELCSOL,IN
E_WON_Far_C3_TZA,ELC,OUT
E_SPV_C02_BRA,ELC,OUT
E_WOF_shal_Near_C4_TTO,ELCWIN,IN
E_WON_Near_C4_AUS,ELC,OUT
UETHCRP200,BIOLOG,IN
E_WON_Far_C4_TZA,ELCWIN,IN
E_WOF_deep_Inter_C4_GTM,ELCWIN,IN
IISULCOWIN01,INDELC,IN
E_SPV_C02_RUS,ELCSOL,IN
E_WOF_deep_Near_C9_SOM,ELCWIN,IN
E_SPV_C02_LTU,ELC,OUT
CCSDUMINDN,CPTINDCO2N,IN
E_WOF_deep_Inter_C7_MDG,ELC,OUT
E_WOF_tran_Inter_C2_GMB,ELC,OUT
E_WON_Trans_C2_MAR,ELC,OUT
E_WOF_tran_Near_C5_BRA,ELCWIN,IN
E_SPV_C02_IRN,ELC,OUT
E_SPV_C02_MYS,ELCSOL,IN
E_WON_Trans_C4_NER,ELC,OUT
E_WOF_tran_Near_C5_COL,ELC,OUT
E_SPV_C02_LTU,ELCSOL,IN
E_WOF_shal_Far_C5_BRA,ELC,OUT
E_SPV_C01_ZAF,ELCSOL,IN
E_SPV_C04_NPL,ELCSOL,IN
E_WOF_deep_Near_C6_NIC,ELCWIN,IN
E_WOF_tran_Inter_C3_CAN,ELC,OUT
E_WON_Trans_C3_SOM,ELC,OUT
E_SPV_C02_SEN,ELCSOL,IN
E_WOF_shal_Inter_C4_CAN,ELC,OUT
E_SPV_C04_BTN,ELC,OUT
E_WOF_deep_Inter_C5_MRT,ELC,OUT
E_WOF_tran_Near_C4_URY,ELCWIN,IN
E_WON_Near_C2_ETH,ELC,OUT
E_WOF_shal_Inter_C6_CHN,ELCWIN,IN
E_WON_Near_C1_ETH,ELC,OUT
E_WOF_tran_Near_C2_MAR,ELC,OUT
E_WOF_shal_Far_C5_HND,ELC,OUT
E_SPV_C04_JPN,ELC,OUT
E_WON_Near_C3_NER,ELCWIN,IN
E_WON_Far_C6_CHL,ELC,OUT
EZCOABIOCCOPEL20SEP,CPTELCCO2N,OUT
E_WOF_deep_Near_C3_CHL,ELC,OUT
E_WON_Far_C3_KEN,ELCWIN,IN
E_WOF_tran_Far_C8_CAN,ELCWIN,IN
E_WON_Near_C1_GMB,ELCWIN,IN
E_WON_Trans_C4_ERI,ELCWIN,IN
UBIOCRPTOCRP1300,BIOCRPCANE,IN
E_WOF_deep_Near_C7_DOM,ELC,OUT
E_WOF_deep_Near_C2_BHS,ELCWIN,IN
E_SPV_C06_LSO,ELCSOL,IN
E_WOF_shal_Inter_C6_BRA,ELC,OUT
E_WON_Near_C7_ERI,ELC,OUT
E_WON_Far_C4_COL,ELC,OUT
E_WOF_tran_Inter_C8_MRT,ELCWIN,IN
EZCOABIOCCOSLD10SEP,CPTELCCO2N,OUT
E_WON_Near_C5_MDG,ELC,OUT
E_SPV_C07_SAU,ELCSOL,IN
E_WON_Trans_C1_ETH,ELC,OUT
E_SPV_C01_IRN,ELCSOL,IN
E_SPV_C06_PHL,ELCSOL,IN
E_WOF_shal_Far_C9_ARG,ELCWIN,IN
E_SPV_C06_PRT,ELCSOL,IN
ACH4MANE4,ELC,OUT
E_WOF_deep_Near_C3_NZL,ELCWIN,IN
E_WOF_deep_Inter_C8_MUS,ELC,OUT
E_WON_Near_C3_TCD,ELC,OUT
E_WOF_deep_Far_C1_COG,ELC,OUT
E_WOF_tran_Far_C6_CAN,ELCWIN,IN
E_SPV_C03_MOZ,ELC,OUT
E_WOF_tran_Inter_C1_BRA,ELC,OUT
E_WOF_shal_Near_C3_PRI,ELCWIN,IN
E_SPV_C05_NER,ELC,OUT
E_WON_Trans_C2_TCD,ELC,OUT
E_SPV_C05_IRQ,ELC,OUT
E_WOF_deep_Inter_C3_MAR,ELC,OUT
E_WOF_deep_Far_C6_CHN,ELC,OUT
E_WOF_tran_Near_C4_AUS,ELCWIN,IN
E_SPV_C05_VNM,ELCSOL,IN
E_WOF_tran_Near_C3_ZAF,ELCWIN,IN
E_SPV_C07_CHN,ELC,OUT
E_WOF_deep_Near_C5_PRI,ELC,OUT
E_WOF_tran_Far_C5_AUS,ELCWIN,IN
E_WOF_tran_Near_C4_PRI,ELC,OUT
E_SPV_C03_PAN,ELC,OUT
E_SPV_C03_SVK,ELC,OUT
E_SPV_C03_BTN,ELC,OUT
E_WON_Far_C2_TCD,ELCWIN,IN
E_SPV_C04_AFG,ELC,OUT
E_SPV_C06_COL,ELCSOL,IN
E_WON_Near_C5_ETH,ELCWIN,IN
E_WOF_shal_Near_C5_NZL,ELC,OUT
E_SPV_C07_MAR,ELC,OUT
E_WOF_deep_Near_C8_MUS,ELC,OUT
IISEAFSCP01,MISEAS,OUT
E_WON_Far_C2_CAN,ELCWIN,IN
E_SPV_C06_THA,ELCSOL,IN
QQOLFOC00,FWC,OUT
E_WON_Near_C2_TGO,ELCWIN,IN
E_WON_Trans_C4_DZA,ELC,OUT
E_WON_Far_C3_VEN,ELCWIN,IN
E_WOF_tran_Far_C3_LBY,ELC,OUT
E_WOF_deep_Far_C3_LBY,ELC,OUT
E_SPV_C01_SDN,ELCSOL,IN
E_WON_Far_C3_MAR,ELC,OUT
E_WON_Near_C4_SEN,ELCWIN,IN
E_WOF_deep_Inter_C1_GHA,ELCWIN,IN
E_WON_Near_C3_MLI,ELC,OUT
E_WOF_shal_Near_C1_EGY,ELCWIN,IN
E_SPV_C03_KOR,ELCSOL,IN
E_SPV_C06_ZWE,ELCSOL,IN
E_WON_Trans_C2_CMR,ELC,OUT
E_WOF_deep_Inter_C6_CHL,ELC,OUT
E_WON_Near_C2_TZA,ELCWIN,IN
E_WOF_deep_Near_C9_ARG,ELCWIN,IN
E_WOF_deep_Inter_C9_MDG,ELC,OUT
E_WOF_deep_Inter_C1_BRA,ELCWIN,IN
E_WON_Trans_C4_MAR,ELC,OUT
E_WOF_tran_Far_C4_AUS,ELCWIN,IN
E_WOF_tran_Inter_C5_ZAF,ELC,OUT
E_WOF_deep_Near_C4_EGY,ELCWIN,IN
EZCOABIOCCOSLD5CO,ELCCO2N,OUT
E_SPV_C07_AUS,ELC,OUT
E_SPV_C03_GRC,ELCSOL,IN
E_SPV_C03_PHL,ELC,OUT
E_WOF_deep_Near_C4_ARG,ELC,OUT
EZCOABIOPULTOR40PAR,CPTELCCO2N,OUT
E_WOF_shal_Near_C6_BRA,ELCWIN,IN
E_SPV_C07_EGY,ELC,OUT
E_WOF_deep_Near_C4_VEN,ELCWIN,IN
E_SPV_C05_NZL,ELCSOL,IN
E_WON_Far_C5_ERI,ELCWIN,IN
E_WON_Trans_C8_ETH,ELC,OUT
E_WON_Far_C6_NER,ELCWIN,IN
E_WOF_shal_Near_C5_CHL,ELC,OUT
E_SPV_C08_IRN,ELC,OUT
E_WOF_tran_Near_C9_MDG,ELCWIN,IN
E_WOF_deep_Near_C6_CHN,ELC,OUT
E_WON_Far_C3_ETH,ELC,OUT
E_WOF_tran_Inter_C4_MAR,ELC,OUT
E_WON_Trans_C5_TZA,ELCWIN,IN
E_WON_Trans_C4_SOM,ELC,OUT
E_WOF_shal_Far_C4_SUR,ELCWIN,IN
E_WOF_deep_Inter_C6_SOM,ELC,OUT
UDISTHH202,SYNHY0,IN
E_WON_Near_C5_TZA,ELC,OUT
E_WOF_deep_Inter_C1_DJI,ELCWIN,IN
E_WOF_tran_Inter_C7_NZL,ELCWIN,IN
E_WON_Far_C4_UGA,ELC,OUT
E_WON_Far_C2_DZA,ELCWIN,IN
E_WOF_shal_Near_C1_PAN,ELC,OUT
E_WOF_shal_Near_C1_JAM,ELC,OUT
HETOILP105,ELCOIL,IN
E_SPV_C05_SUR,ELCSOL,IN
E_WOF_tran_Inter_C1_GUY,ELC,OUT
E_WOF_deep_Near_C4_ARG,ELCWIN,IN
E_SPV_C02_SAU,ELCSOL,IN
E_WOF_deep_Inter_C3_MOZ,ELCWIN,IN
E_WOF_deep_Far_C3_NIC,ELCWIN,IN
E_SPV_C05_DJI,ELCSOL,IN
E_WON_Far_C4_KEN,ELC,OUT
E_WOF_deep_Far_C5_ZAF,ELC,OUT
E_WON_Near_C3_LBY,ELC,OUT
E_WON_Far_C2_GIN,ELCWIN,IN
E_WON_Near_C2_UGA,ELC,OUT
E_SPV_C05_TJK,ELC,OUT
E_WON_Far_C3_COL,ELC,OUT
IOCHELC_new,IOCH,OUT
INMSLDMIXPCC,INDMWST,IN
E_WOF_shal_Near_C5_CAN,ELCWIN,IN
E_SPV_C06_IDN,ELC,OUT
E_WOF_deep_Near_C4_MRT,ELCWIN,IN
E_WOF_deep_Far_C1_AUS,ELC,OUT
E_WOF_deep_Near_C8_NZL,ELC,OUT
E_WON_Trans_C3_SWZ,ELC,OUT
CCSDUMTOT,CPTTOTCO2,IN
E_WON_Trans_C5_SOM,ELC,OUT
E_WON_Far_C1_MLI,ELC,OUT
E_WOF_tran_Near_C7_AUS,ELCWIN,IN
IISHFOCS01,INDHFO,IN
E_SPV_C06_NGA,ELCSOL,IN
E_SPV_C06_URY,ELCSOL,IN
E_SPV_C08_TUR,ELCSOL,IN
E_WOF_tran_Near_C3_CHL,ELCWIN,IN
E_WON_Trans_C2_TZA,ELC,OUT
E_WON_Far_C4_BOL,ELC,OUT
E_SPV_C08_BOL,ELC,OUT
E_WON_Far_C5_ZMB,ELCWIN,IN
E_WOF_tran_Inter_C3_LBY,ELC,OUT
E_WOF_shal_Near_C2_ARG,ELC,OUT
E_SPV_C04_PAN,ELCSOL,IN
E_SPV_C01_MDG,ELCSOL,IN
E_WON_Trans_C3_BWA,ELC,OUT
E_WOF_tran_Far_C1_GNB,ELCWIN,IN
E_WOF_shal_Near_C5_BRA,ELCWIN,IN
E_SPV_C05_MYS,ELCSOL,IN
E_WOF_tran_Inter_C7_ARG,ELC,OUT
E_WOF_tran_Inter_C2_VEN,ELC,OUT
E_WOF_deep_Inter_C2_SDN,ELCWIN,IN
E_SPV_C05_UGA,ELC,OUT
E_WOF_shal_Near_C1_AGO,ELCWIN,IN
E_WON_Far_C4_COL,ELCWIN,IN
E_SPV_C04_ARE,ELCSOL,IN
E_WOF_tran_Inter_C3_NIC,ELC,OUT
E_SPV_C04_ZAF,ELCSOL,IN
E_WON_Far_C2_ZMB,ELCWIN,IN
INMCEMPLAKS1CC,CPTINDCO2P,OUT
E_SPV_C04_CIV,ELC,OUT
E_SPV_C01_KOR,ELC,OUT
E_WON_Trans_C5_MOZ,ELCWIN,IN
E_WOF_shal_Inter_C1_AUS,ELCWIN,IN
E_WOF_shal_Near_C4_MOZ,ELC,OUT
E_WON_Trans_C5_AUS,ELC,OUT
E_WOF_shal_Near_C6_MDG,ELC,OUT
E_WOF_deep_Inter_C4_MDG,ELCWIN,IN
E_SPV_C07_YEM,ELC,OUT
QQOLFCG00,QCCG0,IN
E_WOF_deep_Near_C6_CHL,ELCWIN,IN
E_WOF_shal_Inter_C2_BRA,ELCWIN,IN
E_WOF_deep_Far_C3_SEN,ELC,OUT
E_SPV_C05_GHA,ELCSOL,IN
E_SPV_C04_THA,ELC,OUT
E_WON_Near_C4_DZA,ELC,OUT
EBIOTORG105,BIOTOR,IN
E_WOF_deep_Inter_C3_DOM,ELC,OUT
E_WOF_deep_Inter_C1_GIN,ELC,OUT
E_SPV_C05_KGZ,ELCSOL,IN
E_WOF_tran_Inter_C6_CHN,ELCWIN,IN
E_WOF_deep_Near_C2_HTI,ELC,OUT
E_WOF_deep_Far_C7_NZL,ELCWIN,IN
E_WOF_shal_Far_C4_AUS,ELCWIN,IN
E_SPV_C03_PER,ELCSOL,IN
E_WOF_shal_Near_C2_DOM,ELC,OUT
E_WON_Near_C6_MAR,ELC,OUT
E_WOF_deep_Inter_C3_NIC,ELCWIN,IN
E_SPV_C02_KHM,ELC,OUT
E_SPV_C04_TCD,ELCSOL,IN
E_WOF_shal_Inter_C7_MUS,ELCWIN,IN
E_SPV_C04_MAR,ELC,OUT
E_WON_Near_C6_AUS,ELC,OUT
E_SPV_C02_KGZ,ELCSOL,IN
E_WON_Far_C3_NZL,ELCWIN,IN
E_WON_Far_C1_BLZ,ELC,OUT
E_WOF_shal_Near_C4_JAM,ELCWIN,IN
E_SPV_C01_NLD,ELCSOL,IN
E_WOF_deep_Near_C9_CHL,ELC,OUT
E_WOF_tran_Near_C2_TZA,ELC,OUT
E_SPV_C05_BTN,ELCSOL,IN
E_WON_Far_C1_PRY,ELCWIN,IN
E_WOF_deep_Near_C4_DOM,ELC,OUT
E_WOF_tran_Near_C1_NGA,ELCWIN,IN
E_SPV_C02_MMR,ELCSOL,IN
CCUMINBFSP,BFSAGG,OUT
E_WOF_deep_Near_C4_ZAF,ELCWIN,IN
UBIOSRF1200,BIOSRFGRD,OUT
E_WON_Trans_C1_CAN,ELCWIN,IN
E_SPV_C03_ARM,ELC,OUT
IN2ONIT06,INDNIT,IN
E_WOF_deep_Inter_C7_CHL,ELC,OUT
E_WOF_deep_Near_C2_TZA,ELCWIN,IN
E_WOF_deep_Near_C5_MAR,ELC,OUT
E_WON_Far_C1_PRY,ELC,OUT
E_SPV_C06_MDV,ELCSOL,IN
E_WOF_deep_Inter_C1_NIC,ELCWIN,IN
E_WOF_tran_Inter_C2_PAN,ELC,OUT
E_WOF_tran_Inter_C1_MOZ,ELCWIN,IN
E_WON_Trans_C1_SEN,ELCWIN,IN
E_WOF_shal_Near_C4_CAN,ELC,OUT
E_SPV_C08_TCD,ELC,OUT
E_WOF_deep_Near_C5_AGO,ELC,OUT
E_WON_Near_C7_MDG,ELCWIN,IN
E_SPV_C03_KOR,ELC,OUT
E_WON_Far_C5_NER,ELCWIN,IN
E_SPV_C06_BOL,ELC,OUT
E_WON_Near_C1_ZWE,ELCWIN,IN
E_SPV_C05_CRI,ELCSOL,IN
E_WON_Far_C5_CHN,ELCWIN,IN
E_SPV_C04_DEU,ELC,OUT
E_WON_Trans_C3_SOM,ELCWIN,IN
E_WOF_tran_Near_C4_HND,ELCWIN,IN
E_WON_Far_C1_AGO,ELCWIN,IN
E_WOF_tran_Far_C2_JAM,ELC,OUT
E_WOF_shal_Near_C9_NZL,ELC,OUT
E_WON_Trans_C1_NER,ELCWIN,IN
E_SPV_C08_BWA,ELCSOL,IN
E_SPV_C05_SVK,ELCSOL,IN
E_SPV_C05_SVK,ELC,OUT
E_WON_Trans_C3_MLI,ELCWIN,IN
E_SPV_C03_EST,ELCSOL,IN
E_WON_Trans_C5_AUS,ELCWIN,IN
E_WOF_tran_Near_C2_NIC,ELCWIN,IN
E_WOF_tran_Near_C6_ARG,ELC,OUT
E_SPV_C02_DZA,ELC,OUT
E_SPV_C02_VNM,ELC,OUT
E_WOF_deep_Far_C6_ZAF,ELCWIN,IN
E_WOF_deep_Near_C4_HND,ELC,OUT
E_SPV_C06_MLI,ELCSOL,IN
E_WOF_deep_Inter_C3_SUR,ELCWIN,IN
E_WOF_tran_Near_C2_CHN,ELC,OUT
E_WOF_deep_Inter_C8_VEN,ELCWIN,IN
E_WOF_deep_Near_C1_AGO,ELC,OUT
E_WOF_shal_Near_C1_GHA,ELC,OUT
E_SPV_C04_CZE,ELC,OUT
E_WOF_deep_Near_C3_DZA,ELC,OUT
E_WOF_shal_Near_C6_AUS,ELC,OUT
E_WOF_deep_Inter_C2_GUY,ELCWIN,IN
E_WOF_tran_Near_C3_AGO,ELCWIN,IN
E_WOF_tran_Far_C6_AUS,ELCWIN,IN
E_WOF_tran_Near_C5_CHN,ELCWIN,IN
E_SPV_C05_BLR,ELCSOL,IN
E_WOF_deep_Inter_C7_VEN,ELC,OUT
E_WON_Far_C5_CAN,ELCWIN,IN
E_WON_Far_C3_URY,ELCWIN,IN
E_WOF_deep_Inter_C4_MAR,ELCWIN,IN
QQOLB00,QTVOO0,IN
E_WOF_deep_Near_C2_GTM,ELC,OUT
E_WOF_shal_Near_C3_CUB,ELC,OUT
E_SPV_C08_SYR,ELC,OUT
E_SPV_C05_AZE,ELCSOL,IN
E_WOF_tran_Near_C4_JAM,ELCWIN,IN
E_SPV_C05_TZA,ELCSOL,IN
E_WOF_tran_Inter_C2_PAN,ELCWIN,IN
E_WOF_tran_Far_C5_CHN,ELCWIN,IN
E_WOF_tran_Near_C2_GTM,ELCWIN,IN
E_WON_Near_C3_BEN,ELC,OUT
E_WOF_shal_Near_C3_DOM,ELC,OUT
E_WOF_deep_Near_C7_SOM,ELC,OUT
E_WOF_tran_Inter_C5_TTO,ELC,OUT
E_SPV_C03_BEL,ELCSOL,IN
E_SPV_C04_MYS,ELC,OUT
E_WOF_deep_Inter_C9_CAN,ELC,OUT
IISBLAFUR_BF01,GASIIS,OUT
E_WOF_shal_Inter_C4_HND,ELC,OUT
E_WOF_tran_Near_C1_SOM,ELC,OUT
E_WOF_shal_Near_C1_GNB,ELC,OUT
E_WON_Trans_C1_TGO,ELC,OUT
E_SPV_C03_CAN,ELC,OUT
E_WOF_shal_Far_C6_CAN,ELC,OUT
E_WOF_tran_Near_C6_CHL,ELCWIN,IN
E_WOF_shal_Near_C4_MRT,ELCWIN,IN
E_WOF_shal_Near_C7_MUS,ELC,OUT
E_WOF_tran_Near_C1_BHS,ELC,OUT
E_WOF_shal_Near_C2_HTI,ELC,OUT
E_WOF_deep_Near_C3_SEN,ELCWIN,IN
E_WOF_shal_Inter_C4_ARG,ELCWIN,IN
E_WOF_deep_Inter_C1_GNB,ELC,OUT
E_SPV_C06_MNG,ELCSOL,IN
E_SPV_C04_NZL,ELC,OUT
E_SPV_C06_TCD,ELC,OUT
QCLDCG05,QCCG,IN
E_SPV_C05_MEX,ELCSOL,IN
E_WON_Far_C5_GUY,ELCWIN,IN
E_SPV_C06_CUB,ELCSOL,IN
E_WON_Trans_C3_DJI,ELCWIN,IN
E_WOF_shal_Near_C3_NIC,ELC,OUT
E_WOF_deep_Near_C2_TUN,ELC,OUT
E_WOF_deep_Inter_C4_CRI,ELCWIN,IN
E_SPV_C07_TUN,ELCSOL,IN
E_WON_Near_C1_SEN,ELC,OUT
E_WOF_deep_Far_C6_NIC,ELC,OUT
E_SPV_C01_BRA,ELCSOL,IN
E_WOF_tran_Near_C5_AGO,ELC,OUT
E_WOF_deep_Near_C6_CRI,ELC,OUT
E_WOF_deep_Near_C5_ARG,ELC,OUT
E_WOF_deep_Near_C5_MUS,ELCWIN,IN
E_WOF_shal_Near_C1_BLZ,ELCWIN,IN
E_WOF_shal_Inter_C2_TUN,ELCWIN,IN
E_WOF_deep_Far_C2_SOM,ELC,OUT
E_WOF_deep_Near_C8_ARG,ELCWIN,IN
EZCOABIOPULPEL20SEP,ELC,OUT
E_WON_Trans_C3_MWI,ELC,OUT
E_SPV_C02_RWA,ELC,OUT
E_WON_Far_C3_ZAF,ELC,OUT
E_SPV_C01_GNB,ELC,OUT
E_SPV_C05_IRN,ELC,OUT
E_SPV_C05_MWI,ELCSOL,IN
E_WOF_deep_Inter_C3_BRA,ELC,OUT
E_WOF_tran_Near_C6_NIC,ELC,OUT
E_WON_Far_C1_EGY,ELC,OUT
E_WOF_tran_Inter_C5_CAN,ELC,OUT
E_SPV_C05_SUR,ELC,OUT
E_WON_Near_C3_MAR,ELCWIN,IN
E_WOF_shal_Far_C6_NZL,ELC,OUT
E_WOF_shal_Near_C6_CHN,ELC,OUT
E_SPV_C07_IND,ELC,OUT
E_WOF_tran_Near_C1_AGO,ELC,OUT
E_WOF_shal_Far_C4_BHS,ELC,OUT
E_SPV_C04_AUT,ELCSOL,IN
E_SPV_C05_GUY,ELCSOL,IN
E_WON_Trans_C5_MOZ,ELC,OUT
E_WOF_tran_Near_C1_PER,ELCWIN,IN
E_WOF_shal_Inter_C2_SEN,ELCWIN,IN
UBIOCRPTOCRP1200,BIOCRPGRD,IN
E_WOF_shal_Inter_C6_CAN,ELCWIN,IN
IISULCOWIN01,IISCO2P,OUT
E_WON_Near_C2_TUN,ELC,OUT
E_SPV_C05_PRK,ELC,OUT
E_SPV_C03_ERI,ELCSOL,IN
E_WON_Trans_C8_SOM,ELC,OUT
E_WOF_deep_Near_C3_MOZ,ELCWIN,IN
E_WON_Trans_C2_ZMB,ELC,OUT
E_SPV_C05_FIN,ELC,OUT
E_WOF_shal_Near_C2_HND,ELCWIN,IN
E_SPV_C03_TKM,ELCSOL,IN
E_WOF_deep_Inter_C2_CUB,ELC,OUT
E_WOF_deep_Inter_C8_MRT,ELC,OUT
E_WOF_shal_Inter_C6_ARG,ELCWIN,IN
E_WOF_shal_Inter_C5_URY,ELCWIN,IN
EBIOTORGD05,ELCD,OUT
E_WON_Near_C2_GMB,ELCWIN,IN
E_SPV_C07_MNG,ELC,OUT
E_WON_Far_C7_KEN,ELC,OUT
E_WOF_tran_Near_C1_AUS,ELCWIN,IN
E_WOF_tran_Near_C5_CPV,ELCWIN,IN
E_WOF_tran_Near_C1_DJI,ELC,OUT
E_WOF_deep_Inter_C4_PER,ELCWIN,IN
E_WOF_deep_Inter_C4_HND,ELCWIN,IN
E_SPV_C04_RUS,ELC,OUT
E_WOF_shal_Near_C2_NIC,ELC,OUT
E_WON_Far_C2_DZA,ELC,OUT
E_SPV_C06_BRA,ELCSOL,IN
E_WOF_tran_Inter_C3_CUB,ELCWIN,IN
E_SPV_C06_UZB,ELC,OUT
E_WON_Far_C4_ARG,ELCWIN,IN
E_WON_Far_C3_PRY,ELC,OUT
E_SPV_C03_GBR,ELC,OUT
E_WOF_deep_Far_C1_ECU,ELCWIN,IN
E_WOF_tran_Far_C5_AUS,ELC,OUT
E_WOF_deep_Near_C3_CAN,ELC,OUT
E_WOF_deep_Near_C3_CPV,ELC,OUT
E_WOF_shal_Near_C3_CHL,ELC,OUT
E_SPV_C04_CIV,ELCSOL,IN
E_WON_Trans_C9_KEN,ELCWIN,IN
HCOA100,SYNHY0,OUT
E_WON_Near_C3_ETH,ELC,OUT
E_WOF_deep_Inter_C3_SEN,ELCWIN,IN
E_WOF_tran_Near_C5_MAR,ELCWIN,IN
E_SPV_C01_PAK,ELC,OUT
E_WOF_deep_Near_C3_MOZ,ELC,OUT
E_WOF_tran_Near_C3_TUN,ELCWIN,IN
E_WOF_tran_Near_C2_CHN,ELCWIN,IN
E_WON_Near_C1_COG,ELC,OUT
E_WOF_deep_Inter_C3_TUN,ELCWIN,IN
HZNGA100,SUPNGA,IN
E_SPV_C08_JOR,ELCSOL,IN
E_SPV_C03_USA,ELC,OUT
E_WOF_shal_Inter_C7_VEN,ELCWIN,IN
E_WOF_deep_Inter_C3_JAM,ELC,OUT
E_WON_Far_C5_KEN,ELC,OUT
E_WOF_shal_Near_C2_EGY,ELCWIN,IN
E_WOF_deep_Inter_C3_LBY,ELC,OUT
E_WOF_deep_Inter_C8_ARG,ELCWIN,IN
E_WOF_tran_Near_C3_NZL,ELCWIN,IN
E_WOF_shal_Inter_C5_NZL,ELC,OUT
E_WOF_deep_Inter_C6_SOM,ELCWIN,IN
E_WOF_shal_Near_C8_CAN,ELCWIN,IN
E_WOF_deep_Inter_C2_GTM,ELCWIN,IN
E_SPV_C08_ARE,ELCSOL,IN
E_WOF_deep_Near_C3_BRA,ELCWIN,IN
E_WOF_shal_Near_C3_URY,ELCWIN,IN
E_SPV_C02_MDG,ELCSOL,IN
E_SPV_C06_ISR,ELCSOL,IN
E_WOF_deep_Near_C3_EGY,ELC,OUT
E_WOF_deep_Far_C3_GUY,ELCWIN,IN
E_WOF_shal_Near_C1_SEN,ELC,OUT
E_SPV_C05_SRB,ELCSOL,IN
E_WOF_tran_Inter_C7_VEN,ELC,OUT
E_WOF_deep_Inter_C5_MAR,ELC,OUT
E_WON_Near_C3_ZWE,ELC,OUT
E_WOF_tran_Near_C2_HND,ELC,OUT
E_WOF_deep_Near_C4_HTI,ELC,OUT
IISHISINT_SM01,INDCO2P,OUT
E_WOF_shal_Near_C1_MOZ,ELCWIN,IN
E_SPV_C01_GAB,ELC,OUT
E_SPV_C06_AUT,ELC,OUT
E_WOF_shal_Near_C1_SOM,ELC,OUT
E_SPV_C03_MAR,ELC,OUT
E_WON_Trans_C2_BWA,ELCWIN,IN
E_WOF_tran_Near_C4_HND,ELC,OUT
E_WOF_tran_Far_C3_BRA,ELCWIN,IN
E_WON_Far_C4_CHN,ELCWIN,IN
E_WOF_shal_Near_C2_SEN,ELCWIN,IN
CCUMET04,SYNHYG,IN
E_WOF_shal_Near_C1_MAR,ELC,OUT
E_WON_Trans_C4_TCD,ELCWIN,IN
EGASGEN00,ELC,OUT
E_SPV_C02_COG,ELCSOL,IN
E_WON_Far_C1_ZMB,ELCWIN,IN
E_SPV_C05_ZWE,ELC,OUT
E_SPV_C04_ARG,ELCSOL,IN
E_WOF_deep_Inter_C9_NZL,ELC,OUT
E_WOF_deep_Far_C4_CHL,ELC,OUT
E_SPV_C02_CRI,ELC,OUT
E_WON_Near_C8_MRT,ELC,OUT
E_WOF_shal_Near_C2_GMB,ELC,OUT
E_WOF_deep_Far_C1_GNQ,ELC,OUT
E_WON_Trans_C3_NER,ELCWIN,IN
E_WOF_deep_Inter_C7_CHN,ELC,OUT
E_WOF_tran_Near_C8_CHL,ELC,OUT
E_WOF_tran_Near_C1_NIC,ELC,OUT
E_WOF_shal_Inter_C7_MRT,ELC,OUT
E_WOF_deep_Near_C1_GHA,ELCWIN,IN
E_WOF_tran_Inter_C3_LBY,ELCWIN,IN
E_WOF_shal_Far_C2_BRA,ELC,OUT
E_WOF_shal_Near_C4_MAR,ELC,OUT
ENUCGEN00,ELC,OUT
E_SPV_C07_HND,ELCSOL,IN
E_WOF_deep_Inter_C2_MAR,ELC,OUT
E_WOF_deep_Far_C4_GUY,ELCWIN,IN
E_WOF_shal_Inter_C3_ARG,ELC,OUT
E_WOF_tran_Inter_C5_MRT,ELCWIN,IN
E_WON_Near_C1_RWA,ELC,OUT
E_WOF_deep_Inter_C5_VEN,ELC,OUT
E_WOF_shal_Near_C4_GTM,ELCWIN,IN
E_WOF_shal_Inter_C1_GUY,ELC,OUT
E_WOF_deep_Inter_C3_KEN,ELC,OUT
E_WOF_shal_Near_C4_CUB,ELCWIN,IN
